url	from_url	note
https://mp.weixin.qq.com/s/M_4hHRvSe722Ckkf6wrnlw	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/NLPLNG6sFveEYcSMRzgQ2w	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/OO-0BxAsA1GUen2NeGgvOA	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/SGXrXEotnNc9yIAmKSNVdg	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/T21dIvmD8PIkdymJn54eKg	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/UcFk0jtr_YTz2rXjNW7R2w	direct:/zwgk/ptdt/bmdt/	enum-other-site
https://mp.weixin.qq.com/s/UxmR2jidCu9UZG1GjtspiQ	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/V9pVzH7FP2MQbSYuF6W2uw	direct:/jdhy/xwfbhs/	enum-other-site
https://mp.weixin.qq.com/s/V9pVzH7FP2MQbSYuF6W2uw	jdhy-root	enum-other-site
https://mp.weixin.qq.com/s/WS9oZgzbtdOytYfDaAbD1w	direct:/zwgk/ptdt/ptyw/	enum-other-site
https://mp.weixin.qq.com/s/XTarZpDEhHwL-x4YunZhAg	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/Xoe6FEF2aoXFKD7AXartkQ	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/YmNOcYWSX3dsHbQTfKq-cg	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/YpkeB0HGFX-yEZxRi2mHjA	direct:/zwgk/zdlyxxgk/shgysyjsly/zhsgjyly/gzdt/	enum-other-site
https://mp.weixin.qq.com/s/aPvAjcB9rC0duMNY-QJNiw	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/ahRn-a4ISpmpZZUGqwh2HA	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/cAGQhpeNikNJaDfBD90f5Q	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/dcKDJShCi0nEhzpqBebXBg	direct:/zwgk/zdlyxxgk/jycy/zc/	enum-other-site
https://mp.weixin.qq.com/s/gddpSw2wpfUjSqZd7xoUoQ	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/hlrMlahfXCVUwWQTzGKoGg	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/iDLXpAYiMcQcqlKFPq_qiQ	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/jTFxlMSZi5jEUiD4JBlQjA	direct:/zwgk/zcwjk/zcwd/	enum-other-site
https://mp.weixin.qq.com/s/kC2BiDltO1nZDfVWedlTyw	direct:/zwgk/ptdt/bmdt/	enum-other-site
https://mp.weixin.qq.com/s/kC2BiDltO1nZDfVWedlTyw	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
https://mp.weixin.qq.com/s/kidJYGcMZV5OkRDLjJckrw	direct:/zwgk/zdlyxxgk/jycy/jygq/	enum-other-site
